"","bin_start_incl","bin_end_notincl","value","target","type","forecast_week"
"404","1","1.1",0,"4 wk ahead","Bin","2020-EW10"
"405","1.1","1.2",0,"4 wk ahead","Bin","2020-EW10"
"406","1.2","1.3",0,"4 wk ahead","Bin","2020-EW10"
"407","1.3","1.4",0,"4 wk ahead","Bin","2020-EW10"
"408","1.4","1.5",0.002,"4 wk ahead","Bin","2020-EW10"
"409","1.5","1.6",0.004,"4 wk ahead","Bin","2020-EW10"
"410","1.6","1.7",0.006,"4 wk ahead","Bin","2020-EW10"
"411","1.7","1.8",0.011,"4 wk ahead","Bin","2020-EW10"
"412","1.8","1.9",0.012,"4 wk ahead","Bin","2020-EW10"
"413","1.9","2",0.018,"4 wk ahead","Bin","2020-EW10"
"414","2","2.1",0.018,"4 wk ahead","Bin","2020-EW10"
"415","2.1","2.2",0.022,"4 wk ahead","Bin","2020-EW10"
"416","2.2","2.3",0.035,"4 wk ahead","Bin","2020-EW10"
"417","2.3","2.4",0.033,"4 wk ahead","Bin","2020-EW10"
"418","2.4","2.5",0.038,"4 wk ahead","Bin","2020-EW10"
"419","2.5","2.6",0.028,"4 wk ahead","Bin","2020-EW10"
"420","2.6","2.7",0.041,"4 wk ahead","Bin","2020-EW10"
"421","2.7","2.8",0.048,"4 wk ahead","Bin","2020-EW10"
"422","2.8","2.9",0.039,"4 wk ahead","Bin","2020-EW10"
"423","2.9","3",0.038,"4 wk ahead","Bin","2020-EW10"
"424","3","3.1",0.035,"4 wk ahead","Bin","2020-EW10"
"425","3.1","3.2",0.04,"4 wk ahead","Bin","2020-EW10"
"426","3.2","3.3",0.038,"4 wk ahead","Bin","2020-EW10"
"427","3.3","3.4",0.031,"4 wk ahead","Bin","2020-EW10"
"428","3.4","3.5",0.044,"4 wk ahead","Bin","2020-EW10"
"429","3.5","3.6",0.024,"4 wk ahead","Bin","2020-EW10"
"430","3.6","3.7",0.036,"4 wk ahead","Bin","2020-EW10"
"431","3.7","3.8",0.024,"4 wk ahead","Bin","2020-EW10"
"432","3.8","3.9",0.033,"4 wk ahead","Bin","2020-EW10"
"433","3.9","4",0.037,"4 wk ahead","Bin","2020-EW10"
"434","4","4.1",0.026,"4 wk ahead","Bin","2020-EW10"
"435","4.1","4.2",0.023,"4 wk ahead","Bin","2020-EW10"
"436","4.2","4.3",0.019,"4 wk ahead","Bin","2020-EW10"
"437","4.3","4.4",0.012,"4 wk ahead","Bin","2020-EW10"
"438","4.4","4.5",0.018,"4 wk ahead","Bin","2020-EW10"
"439","4.5","4.6",0.009,"4 wk ahead","Bin","2020-EW10"
"440","4.6","4.7",0.012,"4 wk ahead","Bin","2020-EW10"
"441","4.7","4.8",0.011,"4 wk ahead","Bin","2020-EW10"
"442","4.8","4.9",0.01,"4 wk ahead","Bin","2020-EW10"
"443","4.9","5",0.005,"4 wk ahead","Bin","2020-EW10"
"444","5","5.1",0.008,"4 wk ahead","Bin","2020-EW10"
"445","5.1","5.2",0.009,"4 wk ahead","Bin","2020-EW10"
"446","5.2","5.3",0.007,"4 wk ahead","Bin","2020-EW10"
"447","5.3","5.4",0.009,"4 wk ahead","Bin","2020-EW10"
"448","5.4","5.5",0.007,"4 wk ahead","Bin","2020-EW10"
"449","5.5","5.6",0.005,"4 wk ahead","Bin","2020-EW10"
"450","5.6","5.7",0.004,"4 wk ahead","Bin","2020-EW10"
"451","5.7","5.8",0.009,"4 wk ahead","Bin","2020-EW10"
"452","5.8","5.9",0.005,"4 wk ahead","Bin","2020-EW10"
"453","5.9","6",0.003,"4 wk ahead","Bin","2020-EW10"
"454","6","6.1",0.005,"4 wk ahead","Bin","2020-EW10"
"455","6.1","6.2",0.003,"4 wk ahead","Bin","2020-EW10"
"456","6.2","6.3",0.004,"4 wk ahead","Bin","2020-EW10"
"457","6.3","6.4",0.005,"4 wk ahead","Bin","2020-EW10"
"458","6.4","6.5",0.004,"4 wk ahead","Bin","2020-EW10"
"459","6.5","6.6",0.004,"4 wk ahead","Bin","2020-EW10"
"460","6.6","6.7",0.001,"4 wk ahead","Bin","2020-EW10"
"461","6.7","6.8",0.003,"4 wk ahead","Bin","2020-EW10"
"462","6.8","6.9",0.002,"4 wk ahead","Bin","2020-EW10"
"463","6.9","7",0.002,"4 wk ahead","Bin","2020-EW10"
"464","7","7.1",0.003,"4 wk ahead","Bin","2020-EW10"
"465","7.1","7.2",0.003,"4 wk ahead","Bin","2020-EW10"
"466","7.2","7.3",0,"4 wk ahead","Bin","2020-EW10"
"467","7.3","7.4",0.001,"4 wk ahead","Bin","2020-EW10"
"468","7.4","7.5",0,"4 wk ahead","Bin","2020-EW10"
"469","7.5","7.6",0.002,"4 wk ahead","Bin","2020-EW10"
"470","7.6","7.7",0.001,"4 wk ahead","Bin","2020-EW10"
"471","7.7","7.8",0,"4 wk ahead","Bin","2020-EW10"
"472","7.8","7.9",0,"4 wk ahead","Bin","2020-EW10"
"473","7.9","8",0,"4 wk ahead","Bin","2020-EW10"
"474","8","8.1",0,"4 wk ahead","Bin","2020-EW10"
"475","8.1","8.2",0,"4 wk ahead","Bin","2020-EW10"
"476","8.2","8.3",0,"4 wk ahead","Bin","2020-EW10"
"477","8.3","8.4",0,"4 wk ahead","Bin","2020-EW10"
"478","8.4","8.5",0.002,"4 wk ahead","Bin","2020-EW10"
"479","8.5","8.6",0,"4 wk ahead","Bin","2020-EW10"
"480","8.6","8.7",0,"4 wk ahead","Bin","2020-EW10"
"481","8.7","8.8",0,"4 wk ahead","Bin","2020-EW10"
"482","8.8","8.9",0,"4 wk ahead","Bin","2020-EW10"
"483","8.9","9",0,"4 wk ahead","Bin","2020-EW10"
"484","9","9.1",0.001,"4 wk ahead","Bin","2020-EW10"
"485","9.1","9.2",0,"4 wk ahead","Bin","2020-EW10"
"486","9.2","9.3",0,"4 wk ahead","Bin","2020-EW10"
"487","9.3","9.4",0.001,"4 wk ahead","Bin","2020-EW10"
"488","9.4","9.5",0,"4 wk ahead","Bin","2020-EW10"
"489","9.5","9.6",0,"4 wk ahead","Bin","2020-EW10"
"490","9.6","9.7",0,"4 wk ahead","Bin","2020-EW10"
"491","9.7","9.8",0,"4 wk ahead","Bin","2020-EW10"
"492","9.8","9.9",0.001,"4 wk ahead","Bin","2020-EW10"
"493","9.9","10",0,"4 wk ahead","Bin","2020-EW10"
"494","10","10.1",0,"4 wk ahead","Bin","2020-EW10"
"495","10.1","10.2",0,"4 wk ahead","Bin","2020-EW10"
"496","10.2","10.3",0,"4 wk ahead","Bin","2020-EW10"
"497","10.3","10.4",0,"4 wk ahead","Bin","2020-EW10"
"498","10.4","10.5",0,"4 wk ahead","Bin","2020-EW10"
"499","10.5","10.6",0,"4 wk ahead","Bin","2020-EW10"
"500","10.6","10.7",0.001,"4 wk ahead","Bin","2020-EW10"
"501","10.7","10.8",0,"4 wk ahead","Bin","2020-EW10"
"502","10.8","10.9",0,"4 wk ahead","Bin","2020-EW10"
"503","10.9","11",0.002,"4 wk ahead","Bin","2020-EW10"
"504","11","11.1",0,"4 wk ahead","Bin","2020-EW10"
"505","11.1","11.2",0,"4 wk ahead","Bin","2020-EW10"
"506","11.2","11.3",0,"4 wk ahead","Bin","2020-EW10"
"507","11.3","11.4",0,"4 wk ahead","Bin","2020-EW10"
"508","11.4","11.5",0,"4 wk ahead","Bin","2020-EW10"
"509","11.5","11.6",0,"4 wk ahead","Bin","2020-EW10"
"510","11.6","11.7",0.001,"4 wk ahead","Bin","2020-EW10"
"511","11.7","11.8",0,"4 wk ahead","Bin","2020-EW10"
"512","11.8","11.9",0,"4 wk ahead","Bin","2020-EW10"
"513","11.9","12",0,"4 wk ahead","Bin","2020-EW10"
"514","12","12.1",0,"4 wk ahead","Bin","2020-EW10"
"515","12.1","12.2",0,"4 wk ahead","Bin","2020-EW10"
"516","12.2","12.3",0,"4 wk ahead","Bin","2020-EW10"
"517","12.3","12.4",0,"4 wk ahead","Bin","2020-EW10"
"518","12.4","12.5",0,"4 wk ahead","Bin","2020-EW10"
"519","12.5","12.6",0,"4 wk ahead","Bin","2020-EW10"
"520","12.6","12.7",0,"4 wk ahead","Bin","2020-EW10"
"521","12.7","12.8",0,"4 wk ahead","Bin","2020-EW10"
"522","12.8","12.9",0,"4 wk ahead","Bin","2020-EW10"
"523","12.9","13",0,"4 wk ahead","Bin","2020-EW10"
"524","13","100",0.002,"4 wk ahead","Bin","2020-EW10"
"525","0","0.1",0,"5 wk ahead","Bin","2020-EW10"
"526","0.1","0.2",0,"5 wk ahead","Bin","2020-EW10"
"527","0.2","0.3",0,"5 wk ahead","Bin","2020-EW10"
"528","0.3","0.4",0,"5 wk ahead","Bin","2020-EW10"
"529","0.4","0.5",0,"5 wk ahead","Bin","2020-EW10"
"530","0.5","0.6",0,"5 wk ahead","Bin","2020-EW10"
"531","0.6","0.7",0,"5 wk ahead","Bin","2020-EW10"
"532","0.7","0.8",0,"5 wk ahead","Bin","2020-EW10"
"533","0.8","0.9",0,"5 wk ahead","Bin","2020-EW10"
"534","0.9","1",0,"5 wk ahead","Bin","2020-EW10"
"535","1","1.1",0.001,"5 wk ahead","Bin","2020-EW10"
"536","1.1","1.2",0.001,"5 wk ahead","Bin","2020-EW10"
"537","1.2","1.3",0.001,"5 wk ahead","Bin","2020-EW10"
"538","1.3","1.4",0.003,"5 wk ahead","Bin","2020-EW10"
"539","1.4","1.5",0.003,"5 wk ahead","Bin","2020-EW10"
"540","1.5","1.6",0.007,"5 wk ahead","Bin","2020-EW10"
"541","1.6","1.7",0.014,"5 wk ahead","Bin","2020-EW10"
"542","1.7","1.8",0.01,"5 wk ahead","Bin","2020-EW10"
"543","1.8","1.9",0.029,"5 wk ahead","Bin","2020-EW10"
"544","1.9","2",0.019,"5 wk ahead","Bin","2020-EW10"
"545","2","2.1",0.038,"5 wk ahead","Bin","2020-EW10"
"546","2.1","2.2",0.031,"5 wk ahead","Bin","2020-EW10"
"547","2.2","2.3",0.043,"5 wk ahead","Bin","2020-EW10"
"548","2.3","2.4",0.044,"5 wk ahead","Bin","2020-EW10"
"549","2.4","2.5",0.04,"5 wk ahead","Bin","2020-EW10"
"550","2.5","2.6",0.05,"5 wk ahead","Bin","2020-EW10"
"551","2.6","2.7",0.041,"5 wk ahead","Bin","2020-EW10"
"552","2.7","2.8",0.037,"5 wk ahead","Bin","2020-EW10"
"553","2.8","2.9",0.039,"5 wk ahead","Bin","2020-EW10"
"554","2.9","3",0.053,"5 wk ahead","Bin","2020-EW10"
"555","3","3.1",0.03,"5 wk ahead","Bin","2020-EW10"
"556","3.1","3.2",0.031,"5 wk ahead","Bin","2020-EW10"
"557","3.2","3.3",0.028,"5 wk ahead","Bin","2020-EW10"
"558","3.3","3.4",0.042,"5 wk ahead","Bin","2020-EW10"
"559","3.4","3.5",0.025,"5 wk ahead","Bin","2020-EW10"
"560","3.5","3.6",0.029,"5 wk ahead","Bin","2020-EW10"
"561","3.6","3.7",0.029,"5 wk ahead","Bin","2020-EW10"
"562","3.7","3.8",0.021,"5 wk ahead","Bin","2020-EW10"
"563","3.8","3.9",0.02,"5 wk ahead","Bin","2020-EW10"
"564","3.9","4",0.019,"5 wk ahead","Bin","2020-EW10"
"565","4","4.1",0.022,"5 wk ahead","Bin","2020-EW10"
"566","4.1","4.2",0.022,"5 wk ahead","Bin","2020-EW10"
"567","4.2","4.3",0.016,"5 wk ahead","Bin","2020-EW10"
"568","4.3","4.4",0.012,"5 wk ahead","Bin","2020-EW10"
"569","4.4","4.5",0.015,"5 wk ahead","Bin","2020-EW10"
"570","4.5","4.6",0.014,"5 wk ahead","Bin","2020-EW10"
"571","4.6","4.7",0.014,"5 wk ahead","Bin","2020-EW10"
"572","4.7","4.8",0.01,"5 wk ahead","Bin","2020-EW10"
"573","4.8","4.9",0.008,"5 wk ahead","Bin","2020-EW10"
"574","4.9","5",0.005,"5 wk ahead","Bin","2020-EW10"
"575","5","5.1",0.007,"5 wk ahead","Bin","2020-EW10"
"576","5.1","5.2",0.006,"5 wk ahead","Bin","2020-EW10"
"577","5.2","5.3",0.004,"5 wk ahead","Bin","2020-EW10"
"578","5.3","5.4",0.009,"5 wk ahead","Bin","2020-EW10"
"579","5.4","5.5",0.004,"5 wk ahead","Bin","2020-EW10"
"580","5.5","5.6",0.007,"5 wk ahead","Bin","2020-EW10"
"581","5.6","5.7",0.003,"5 wk ahead","Bin","2020-EW10"
"582","5.7","5.8",0.002,"5 wk ahead","Bin","2020-EW10"
"583","5.8","5.9",0.003,"5 wk ahead","Bin","2020-EW10"
"584","5.9","6",0.003,"5 wk ahead","Bin","2020-EW10"
"585","6","6.1",0.002,"5 wk ahead","Bin","2020-EW10"
"586","6.1","6.2",0.003,"5 wk ahead","Bin","2020-EW10"
"587","6.2","6.3",0.002,"5 wk ahead","Bin","2020-EW10"
"588","6.3","6.4",0.002,"5 wk ahead","Bin","2020-EW10"
"589","6.4","6.5",0.003,"5 wk ahead","Bin","2020-EW10"
"590","6.5","6.6",0,"5 wk ahead","Bin","2020-EW10"
"591","6.6","6.7",0.004,"5 wk ahead","Bin","2020-EW10"
"592","6.7","6.8",0.001,"5 wk ahead","Bin","2020-EW10"
"593","6.8","6.9",0.001,"5 wk ahead","Bin","2020-EW10"
"594","6.9","7",0.002,"5 wk ahead","Bin","2020-EW10"
"595","7","7.1",0,"5 wk ahead","Bin","2020-EW10"
"596","7.1","7.2",0,"5 wk ahead","Bin","2020-EW10"
"597","7.2","7.3",0,"5 wk ahead","Bin","2020-EW10"
"598","7.3","7.4",0,"5 wk ahead","Bin","2020-EW10"
"599","7.4","7.5",0,"5 wk ahead","Bin","2020-EW10"
"600","7.5","7.6",0.001,"5 wk ahead","Bin","2020-EW10"
"601","7.6","7.7",0.002,"5 wk ahead","Bin","2020-EW10"
"602","7.7","7.8",0,"5 wk ahead","Bin","2020-EW10"
"603","7.8","7.9",0.002,"5 wk ahead","Bin","2020-EW10"
"604","7.9","8",0,"5 wk ahead","Bin","2020-EW10"
"605","8","8.1",0.001,"5 wk ahead","Bin","2020-EW10"
"606","8.1","8.2",0,"5 wk ahead","Bin","2020-EW10"
"607","8.2","8.3",0.001,"5 wk ahead","Bin","2020-EW10"
"608","8.3","8.4",0,"5 wk ahead","Bin","2020-EW10"
"609","8.4","8.5",0,"5 wk ahead","Bin","2020-EW10"
"610","8.5","8.6",0,"5 wk ahead","Bin","2020-EW10"
"611","8.6","8.7",0,"5 wk ahead","Bin","2020-EW10"
"612","8.7","8.8",0,"5 wk ahead","Bin","2020-EW10"
"613","8.8","8.9",0,"5 wk ahead","Bin","2020-EW10"
"614","8.9","9",0.001,"5 wk ahead","Bin","2020-EW10"
"615","9","9.1",0,"5 wk ahead","Bin","2020-EW10"
"616","9.1","9.2",0,"5 wk ahead","Bin","2020-EW10"
"617","9.2","9.3",0.001,"5 wk ahead","Bin","2020-EW10"
"618","9.3","9.4",0.002,"5 wk ahead","Bin","2020-EW10"
"619","9.4","9.5",0,"5 wk ahead","Bin","2020-EW10"
"620","9.5","9.6",0,"5 wk ahead","Bin","2020-EW10"
"621","9.6","9.7",0,"5 wk ahead","Bin","2020-EW10"
"622","9.7","9.8",0,"5 wk ahead","Bin","2020-EW10"
"623","9.8","9.9",0,"5 wk ahead","Bin","2020-EW10"
"624","9.9","10",0,"5 wk ahead","Bin","2020-EW10"
"625","10","10.1",0,"5 wk ahead","Bin","2020-EW10"
"626","10.1","10.2",0,"5 wk ahead","Bin","2020-EW10"
"627","10.2","10.3",0,"5 wk ahead","Bin","2020-EW10"
"628","10.3","10.4",0,"5 wk ahead","Bin","2020-EW10"
"629","10.4","10.5",0,"5 wk ahead","Bin","2020-EW10"
"630","10.5","10.6",0,"5 wk ahead","Bin","2020-EW10"
"631","10.6","10.7",0,"5 wk ahead","Bin","2020-EW10"
"632","10.7","10.8",0.001,"5 wk ahead","Bin","2020-EW10"
"633","10.8","10.9",0,"5 wk ahead","Bin","2020-EW10"
"634","10.9","11",0,"5 wk ahead","Bin","2020-EW10"
"635","11","11.1",0,"5 wk ahead","Bin","2020-EW10"
"636","11.1","11.2",0,"5 wk ahead","Bin","2020-EW10"
"637","11.2","11.3",0,"5 wk ahead","Bin","2020-EW10"
"638","11.3","11.4",0,"5 wk ahead","Bin","2020-EW10"
"639","11.4","11.5",0,"5 wk ahead","Bin","2020-EW10"
"640","11.5","11.6",0.001,"5 wk ahead","Bin","2020-EW10"
"641","11.6","11.7",0,"5 wk ahead","Bin","2020-EW10"
"642","11.7","11.8",0,"5 wk ahead","Bin","2020-EW10"
"643","11.8","11.9",0,"5 wk ahead","Bin","2020-EW10"
"644","11.9","12",0,"5 wk ahead","Bin","2020-EW10"
"645","12","12.1",0,"5 wk ahead","Bin","2020-EW10"
"646","12.1","12.2",0.001,"5 wk ahead","Bin","2020-EW10"
"647","12.2","12.3",0,"5 wk ahead","Bin","2020-EW10"
"648","12.3","12.4",0,"5 wk ahead","Bin","2020-EW10"
"649","12.4","12.5",0,"5 wk ahead","Bin","2020-EW10"
"650","12.5","12.6",0,"5 wk ahead","Bin","2020-EW10"
"651","12.6","12.7",0,"5 wk ahead","Bin","2020-EW10"
"652","12.7","12.8",0.001,"5 wk ahead","Bin","2020-EW10"
"653","12.8","12.9",0,"5 wk ahead","Bin","2020-EW10"
"654","12.9","13",0,"5 wk ahead","Bin","2020-EW10"
"655","13","100",0.001,"5 wk ahead","Bin","2020-EW10"
"656","0","0.1",0,"6 wk ahead","Bin","2020-EW10"
"657","0.1","0.2",0,"6 wk ahead","Bin","2020-EW10"
"658","0.2","0.3",0,"6 wk ahead","Bin","2020-EW10"
"659","0.3","0.4",0,"6 wk ahead","Bin","2020-EW10"
"660","0.4","0.5",0,"6 wk ahead","Bin","2020-EW10"
"661","0.5","0.6",0,"6 wk ahead","Bin","2020-EW10"
"662","0.6","0.7",0,"6 wk ahead","Bin","2020-EW10"
"663","0.7","0.8",0,"6 wk ahead","Bin","2020-EW10"
"664","0.8","0.9",0,"6 wk ahead","Bin","2020-EW10"
"665","0.9","1",0,"6 wk ahead","Bin","2020-EW10"
"666","1","1.1",0,"6 wk ahead","Bin","2020-EW10"
"667","1.1","1.2",0.001,"6 wk ahead","Bin","2020-EW10"
"668","1.2","1.3",0.004,"6 wk ahead","Bin","2020-EW10"
"669","1.3","1.4",0.012,"6 wk ahead","Bin","2020-EW10"
"670","1.4","1.5",0.021,"6 wk ahead","Bin","2020-EW10"
"671","1.5","1.6",0.021,"6 wk ahead","Bin","2020-EW10"
"672","1.6","1.7",0.019,"6 wk ahead","Bin","2020-EW10"
"673","1.7","1.8",0.043,"6 wk ahead","Bin","2020-EW10"
"674","1.8","1.9",0.049,"6 wk ahead","Bin","2020-EW10"
"675","1.9","2",0.039,"6 wk ahead","Bin","2020-EW10"
"676","2","2.1",0.045,"6 wk ahead","Bin","2020-EW10"
"677","2.1","2.2",0.051,"6 wk ahead","Bin","2020-EW10"
"678","2.2","2.3",0.054,"6 wk ahead","Bin","2020-EW10"
"679","2.3","2.4",0.049,"6 wk ahead","Bin","2020-EW10"
"680","2.4","2.5",0.043,"6 wk ahead","Bin","2020-EW10"
"681","2.5","2.6",0.05,"6 wk ahead","Bin","2020-EW10"
"682","2.6","2.7",0.054,"6 wk ahead","Bin","2020-EW10"
"683","2.7","2.8",0.045,"6 wk ahead","Bin","2020-EW10"
"684","2.8","2.9",0.046,"6 wk ahead","Bin","2020-EW10"
"685","2.9","3",0.039,"6 wk ahead","Bin","2020-EW10"
"686","3","3.1",0.038,"6 wk ahead","Bin","2020-EW10"
"687","3.1","3.2",0.038,"6 wk ahead","Bin","2020-EW10"
"688","3.2","3.3",0.024,"6 wk ahead","Bin","2020-EW10"
"689","3.3","3.4",0.026,"6 wk ahead","Bin","2020-EW10"
"690","3.4","3.5",0.023,"6 wk ahead","Bin","2020-EW10"
"691","3.5","3.6",0.019,"6 wk ahead","Bin","2020-EW10"
"692","3.6","3.7",0.013,"6 wk ahead","Bin","2020-EW10"
"693","3.7","3.8",0.013,"6 wk ahead","Bin","2020-EW10"
"694","3.8","3.9",0.01,"6 wk ahead","Bin","2020-EW10"
"695","3.9","4",0.011,"6 wk ahead","Bin","2020-EW10"
"696","4","4.1",0.008,"6 wk ahead","Bin","2020-EW10"
"697","4.1","4.2",0.012,"6 wk ahead","Bin","2020-EW10"
"698","4.2","4.3",0.008,"6 wk ahead","Bin","2020-EW10"
"699","4.3","4.4",0.01,"6 wk ahead","Bin","2020-EW10"
"700","4.4","4.5",0.004,"6 wk ahead","Bin","2020-EW10"
"701","4.5","4.6",0.004,"6 wk ahead","Bin","2020-EW10"
"702","4.6","4.7",0.008,"6 wk ahead","Bin","2020-EW10"
"703","4.7","4.8",0.002,"6 wk ahead","Bin","2020-EW10"
"704","4.8","4.9",0.002,"6 wk ahead","Bin","2020-EW10"
"705","4.9","5",0.008,"6 wk ahead","Bin","2020-EW10"
"706","5","5.1",0.004,"6 wk ahead","Bin","2020-EW10"
"707","5.1","5.2",0.003,"6 wk ahead","Bin","2020-EW10"
"708","5.2","5.3",0.002,"6 wk ahead","Bin","2020-EW10"
"709","5.3","5.4",0.003,"6 wk ahead","Bin","2020-EW10"
"710","5.4","5.5",0.001,"6 wk ahead","Bin","2020-EW10"
"711","5.5","5.6",0.002,"6 wk ahead","Bin","2020-EW10"
"712","5.6","5.7",0,"6 wk ahead","Bin","2020-EW10"
"713","5.7","5.8",0.001,"6 wk ahead","Bin","2020-EW10"
"714","5.8","5.9",0.004,"6 wk ahead","Bin","2020-EW10"
"715","5.9","6",0,"6 wk ahead","Bin","2020-EW10"
"716","6","6.1",0.001,"6 wk ahead","Bin","2020-EW10"
"717","6.1","6.2",0,"6 wk ahead","Bin","2020-EW10"
"718","6.2","6.3",0,"6 wk ahead","Bin","2020-EW10"
"719","6.3","6.4",0.003,"6 wk ahead","Bin","2020-EW10"
"720","6.4","6.5",0,"6 wk ahead","Bin","2020-EW10"
"721","6.5","6.6",0.002,"6 wk ahead","Bin","2020-EW10"
"722","6.6","6.7",0.001,"6 wk ahead","Bin","2020-EW10"
"723","6.7","6.8",0.001,"6 wk ahead","Bin","2020-EW10"
"724","6.8","6.9",0.001,"6 wk ahead","Bin","2020-EW10"
"725","6.9","7",0,"6 wk ahead","Bin","2020-EW10"
"726","7","7.1",0.001,"6 wk ahead","Bin","2020-EW10"
"727","7.1","7.2",0,"6 wk ahead","Bin","2020-EW10"
"728","7.2","7.3",0,"6 wk ahead","Bin","2020-EW10"
"729","7.3","7.4",0,"6 wk ahead","Bin","2020-EW10"
"730","7.4","7.5",0,"6 wk ahead","Bin","2020-EW10"
"731","7.5","7.6",0,"6 wk ahead","Bin","2020-EW10"
"732","7.6","7.7",0.001,"6 wk ahead","Bin","2020-EW10"
"733","7.7","7.8",0,"6 wk ahead","Bin","2020-EW10"
"734","7.8","7.9",0,"6 wk ahead","Bin","2020-EW10"
"735","7.9","8",0,"6 wk ahead","Bin","2020-EW10"
"736","8","8.1",0,"6 wk ahead","Bin","2020-EW10"
"737","8.1","8.2",0,"6 wk ahead","Bin","2020-EW10"
"738","8.2","8.3",0,"6 wk ahead","Bin","2020-EW10"
"739","8.3","8.4",0,"6 wk ahead","Bin","2020-EW10"
"740","8.4","8.5",0,"6 wk ahead","Bin","2020-EW10"
"741","8.5","8.6",0,"6 wk ahead","Bin","2020-EW10"
"742","8.6","8.7",0,"6 wk ahead","Bin","2020-EW10"
"743","8.7","8.8",0,"6 wk ahead","Bin","2020-EW10"
"744","8.8","8.9",0.001,"6 wk ahead","Bin","2020-EW10"
"745","8.9","9",0,"6 wk ahead","Bin","2020-EW10"
"746","9","9.1",0,"6 wk ahead","Bin","2020-EW10"
"747","9.1","9.2",0,"6 wk ahead","Bin","2020-EW10"
"748","9.2","9.3",0,"6 wk ahead","Bin","2020-EW10"
"749","9.3","9.4",0,"6 wk ahead","Bin","2020-EW10"
"750","9.4","9.5",0,"6 wk ahead","Bin","2020-EW10"
"751","9.5","9.6",0,"6 wk ahead","Bin","2020-EW10"
"752","9.6","9.7",0,"6 wk ahead","Bin","2020-EW10"
"753","9.7","9.8",0,"6 wk ahead","Bin","2020-EW10"
"754","9.8","9.9",0.001,"6 wk ahead","Bin","2020-EW10"
"755","9.9","10",0,"6 wk ahead","Bin","2020-EW10"
"756","10","10.1",0.001,"6 wk ahead","Bin","2020-EW10"
"757","10.1","10.2",0,"6 wk ahead","Bin","2020-EW10"
"758","10.2","10.3",0,"6 wk ahead","Bin","2020-EW10"
"759","10.3","10.4",0,"6 wk ahead","Bin","2020-EW10"
"760","10.4","10.5",0,"6 wk ahead","Bin","2020-EW10"
"761","10.5","10.6",0,"6 wk ahead","Bin","2020-EW10"
"762","10.6","10.7",0,"6 wk ahead","Bin","2020-EW10"
"763","10.7","10.8",0,"6 wk ahead","Bin","2020-EW10"
"764","10.8","10.9",0,"6 wk ahead","Bin","2020-EW10"
"765","10.9","11",0,"6 wk ahead","Bin","2020-EW10"
"766","11","11.1",0,"6 wk ahead","Bin","2020-EW10"
"767","11.1","11.2",0,"6 wk ahead","Bin","2020-EW10"
"768","11.2","11.3",0,"6 wk ahead","Bin","2020-EW10"
"769","11.3","11.4",0,"6 wk ahead","Bin","2020-EW10"
"770","11.4","11.5",0,"6 wk ahead","Bin","2020-EW10"
"771","11.5","11.6",0,"6 wk ahead","Bin","2020-EW10"
"772","11.6","11.7",0,"6 wk ahead","Bin","2020-EW10"
"773","11.7","11.8",0,"6 wk ahead","Bin","2020-EW10"
"774","11.8","11.9",0,"6 wk ahead","Bin","2020-EW10"
"775","11.9","12",0,"6 wk ahead","Bin","2020-EW10"
"776","12","12.1",0,"6 wk ahead","Bin","2020-EW10"
"777","12.1","12.2",0,"6 wk ahead","Bin","2020-EW10"
"778","12.2","12.3",0,"6 wk ahead","Bin","2020-EW10"
"779","12.3","12.4",0,"6 wk ahead","Bin","2020-EW10"
"780","12.4","12.5",0,"6 wk ahead","Bin","2020-EW10"
"781","12.5","12.6",0,"6 wk ahead","Bin","2020-EW10"
"782","12.6","12.7",0,"6 wk ahead","Bin","2020-EW10"
"783","12.7","12.8",0,"6 wk ahead","Bin","2020-EW10"
"784","12.8","12.9",0,"6 wk ahead","Bin","2020-EW10"
"785","12.9","13",0,"6 wk ahead","Bin","2020-EW10"
"786","13","100",0,"6 wk ahead","Bin","2020-EW10"
"787","2019-EW40","2019-EW41",0,"Peak Week","Bin","2020-EW10"
"788","2019-EW41","2019-EW42",0,"Peak Week","Bin","2020-EW10"
"789","2019-EW42","2019-EW43",0,"Peak Week","Bin","2020-EW10"
"790","2019-EW43","2019-EW44",0,"Peak Week","Bin","2020-EW10"
"791","2019-EW44","2019-EW45",0,"Peak Week","Bin","2020-EW10"
"792","2019-EW45","2019-EW46",0,"Peak Week","Bin","2020-EW10"
"793","2019-EW46","2019-EW47",0,"Peak Week","Bin","2020-EW10"
"794","2019-EW47","2019-EW48",0,"Peak Week","Bin","2020-EW10"
"795","2019-EW48","2019-EW49",0,"Peak Week","Bin","2020-EW10"
"796","2019-EW49","2019-EW50",0,"Peak Week","Bin","2020-EW10"
"797","2019-EW50","2019-EW51",0,"Peak Week","Bin","2020-EW10"
"798","2019-EW51","2019-EW52",0,"Peak Week","Bin","2020-EW10"
"799","2019-EW52","2020-EW01",0,"Peak Week","Bin","2020-EW10"
"800","2020-EW01","2020-EW02",0,"Peak Week","Bin","2020-EW10"
"801","2020-EW02","2020-EW03",0,"Peak Week","Bin","2020-EW10"
"802","2020-EW03","2020-EW04",0,"Peak Week","Bin","2020-EW10"
"803","2020-EW04","2020-EW05",0,"Peak Week","Bin","2020-EW10"
"804","2020-EW05","2020-EW06",0,"Peak Week","Bin","2020-EW10"
